CellType
01_ENCSR019MXZ_HepG2	HepG2
02_ENCSR632DQP_A549	A549
03_ENCSR000CWK_GM12891	GM12891
04_ENCLB475LVF_HepG2	HepG2
05_ENCSR255VBV_A549	A549
06_ENCLB075GEK_K562	K562
07_ENCLB071IVZ_A549	A549
08_ENCSR656FIH_A549	A549
09_ENCSR931WGT_HepG2	HepG2
10_ENCLB861ZBV_HT1080	HT1080
11_ENCSR530NHO_K562	K562
12_ENCSR569JKX_SK-N-DZ	SK-N-DZ
13_ENCLB365AUY_K562	K562
15_ENCSR000CPQ_HeLa-S3	HeLa-S3
17_ENCSR624RUD_A549	A549
18_ENCSR310FIS_MCF-7	MCF-7
